Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_10,sma_15,sma_20,sma_50,sma_200,sma_ratio_5_15,sma_ratio_10_50,sma_5_Volume,sma_10_Volume,sma_15_Volume,sma_50_Volume,sma_Volume_ratio_5_15,sma_Volume_ratio_10_50,ema_5,ema_10,ema_20,ema_50,ema_200
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.10519409179688,69672800,134.56200256347657,131.46899948120117,130.35799916585287,130.97899894714357,139.26639907836915,149.3860997390747,0.9687578713341417,1.068337961379587,66393520.0,72448560.0,76252480.0,79305592.0,0.8707063691567802,0.9135365889457077,134.2326161592171,132.8949982807157,133.28728001463946,137.76597098661682,147.17575930201127
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.1647186279297,58280400,134.91800231933593,132.3599998474121,130.70733286539715,131.12399940490724,139.20419906616212,149.19089977264403,0.968790899794287,1.0650068057735909,64157820.0,69365240.0,75537320.0,77654904.0,0.8493526113979156,0.8932499613932946,134.57841219696505,133.3268175519421,133.47611089633673,137.66808993900287,147.05729407783664
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.74346923828125,80223600,135.81000061035155,133.6449996948242,131.49599914550782,131.40249900817872,139.18319900512697,148.98804973602296,0.9682350235957888,1.0584595722270822,65926620.0,69291330.0,75189666.66666667,77591884.0,0.876804259450545,0.8930229094579015,135.67560650370586,134.15284983653217,133.89457606022728,137.67600778912777,146.96587816778043
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.95697021484375,81760300,137.0800018310547,134.79400024414062,132.26266581217448,131.68549919128418,139.215399017334,148.81829975128173,0.9648574850121655,1.052567617342849,70716740.0,68691890.0,75593440.0,77428920.0,0.9354877883583549,0.8871606371366151,137.4870712059211,135.41778634086296,134.58175935071532,137.8106741742738,146.90761072939804
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.36537170410156,66435100,138.39800109863282,136.03200073242186,133.10266621907553,132.20049934387208,139.36859909057617,148.67179973602296,0.9617383572196001,1.0470759380671417,71274440.0,68256320.0,74886833.33333333,77259266.0,0.9517619697276558,0.8834709871564144,139.16804706371303,136.71091587512367,135.33873453438974,137.99574572741196,146.86405240153633
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.7008514404297,65799300,139.72799987792968,137.14500122070314,134.221999613444,132.70049934387208,139.26839920043946,148.52039974212647,0.9605948681059211,1.0375974102720043,70499740.0,68446630.0,71798953.33333333,76198172.0,0.98190484299539,0.8982712866130175,140.06536491259254,137.64711309971057,135.95980749400516,138.14728513458607,146.81426084142504
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.78370666503906,54105100,141.46600036621095,138.19200134277344,135.39533335367838,133.3969997406006,139.15359939575194,148.38974979400635,0.9570874485967121,1.027757722138445,69664680.0,66911250.0,69465053.33333333,75400680.0,1.0028737711566815,0.8874091055942731,141.36357884635075,138.79491193864814,136.72173122923013,138.37523500044023,146.78586030284237
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.7375946044922,70555800,143.0779998779297,139.44400024414062,136.7893330891927,134.3914993286133,139.10659927368164,148.29064975738527,0.9560472833412381,1.0169404012151881,67731120.0,66828870.0,68771260.0,75344314.0,0.9848753679952934,0.8869796067159096,142.88571678949424,140.09219934539962,137.59870850985405,138.67150000731635,146.7773442070507
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.83152770996094,64015300,143.45599975585938,140.26800079345702,137.68133341471355,135.0609992980957,138.965799407959,148.1673497390747,0.9597460799759268,1.0093292675295094,64182120.0,67449430.0,67188633.33333333,74827254.0,0.9552526493816663,0.9014019143345819,142.92381119299617,140.6208903735088,138.11311722320127,138.84124510506865,146.7397586925527
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.11097717285156,65874500,143.80799865722656,141.10299987792968,138.6240000406901,135.77899932861328,138.875799407959,148.03679973602294,0.9639519451981752,1.0018164197194928,64070000.0,67672220.0,66860880.0,74860378.0,0.9582584016243878,0.9039791383367046,143.37920522404173,141.2879999939859,138.70139113395666,139.05492150432607,146.71538291736445
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.24168395996094,77663600,144.5219970703125,142.1249984741211,139.60399983723957,136.79699897766113,138.76999923706055,147.9374997329712,0.9659705973293448,0.9940259548354534,66442860.0,68471300.0,67778706.66666667,74805862.0,0.9802910569946942,0.9153199785332331,144.06280104128822,142.04108957249414,139.34221032841614,139.30492429536352,146.70259296471187
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.58766174316406,118339000,145.8939971923828,143.67999877929688,140.75933329264322,138.0199993133545,138.76059951782227,147.8662497329712,0.9648055163437,0.9858003463921962,79289640.0,74477160.0,71037380.0,75676050.0,1.1161678541635405,0.9841576033632834,146.3152031355984,143.63725643644406,140.4353338518259,139.75649617884804,146.74356226182138
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.23756408691406,154357300,147.60799865722657,145.34299926757814,142.16533304850262,139.49399948120117,138.89039962768555,147.80174976348877,0.9631275699268652,0.9769639099027063,96049940.0,81890530.0,76569226.66666667,77588714.0,1.2544196171412292,1.0554438368446215,149.0434687570656,145.61230072072695,141.77482586593771,140.33467279928536,146.82074074677837
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.49021911621094,69858300,149.35399780273437,146.40499877929688,143.29666646321616,140.59949951171876,138.9213996887207,147.72424976348876,0.9594431255364273,0.9694670721763191,97218540.0,80700330.0,77372466.66666667,77949798.0,1.2565004605428114,1.0352859413439404,149.93897774722342,146.7246089037837,142.7229372813283,140.78154820823647,146.86958905504466
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.3863525390625,83322600,151.42599792480468,147.61699829101562,144.54399922688802,141.82449951171876,138.99299942016603,147.66539974212645,0.954552066407156,0.9615964700270352,100708160.0,82389080.0,78684200.0,78450222.0,1.279903208013807,1.0502083728966376,151.50931646364373,148.16558799336562,143.8588474351527,141.32540882346188,146.94700601864108
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.67864990234375,64120100,152.7239990234375,148.622998046875,145.65799865722656,142.88399963378907,139.0691993713379,147.61604976654053,0.9537335296915151,0.9547652765613379,97999460.0,82221160.0,78314020.0,79028706.0,1.2513654643191603,1.0403961315018875,151.64621036541092,148.8482080252892,144.62657607646628,141.74088291544163,146.99648852759933
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.63722229003906,56007100,152.73399658203124,149.31399688720703,146.697998046875,143.75299911499025,139.20219924926758,147.5559997177124,0.960480320883148,0.9489031963802788,85533080.0,82411360.0,78162466.66666667,78763928.0,1.094298627559519,1.046308406558901,151.38747194933646,149.21580567836162,145.22118741367782,142.0988873155101,147.0350308817246
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.00477600097656,57450700,152.03599548339844,149.8219970703125,147.5739980061849,144.63299865722655,139.3989991760254,147.52704967498778,0.9706517034796489,0.9446040702250482,66151760.0,81100850.0,76644273.33333333,78237666.0,0.8631011440646011,1.036595979230771,151.26164613516963,149.5420218289933,145.77250237493098,142.44834249948366,147.07458275859136
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.8258819580078,62199000,152.45999755859376,150.90699768066406,148.42333170572917,145.58749923706054,139.51539932250978,147.51344966888428,0.9735231148005679,0.9399829374475931,64619900.0,80919220.0,75340186.66666667,77254028.0,0.8577082545056962,1.047443377321374,152.12443279128496,150.3252916970883,146.54178844432,142.89546656238687,147.14199990630206
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.18019104003906,61707600,152.1699981689453,151.797998046875,149.1346649169922,146.45049896240235,139.61319931030275,147.46124965667724,0.9800530111817234,0.9361552486003903,60296900.0,80502530.0,75025020.0,77063172.0,0.8036905554973528,1.0446303715606204,152.48295417693737,150.84796537911626,147.17590353993162,143.29956579320472,147.2022784838338
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.2960205078125,65573800,152.85199890136718,152.78799896240236,150.03266499837238,147.4564987182617,139.76359939575195,147.4496496963501,0.9815551388057799,0.931554467803849,60587640.0,79293550.0,75009986.66666667,77065700.0,0.8077276465764824,1.0289084508412951,153.43197006164314,151.6628810976505,147.9524843295624,143.7713475986106,147.28315135296037
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.68679809570312,68167900,153.4200012207031,153.07699890136718,150.6826649983724,148.37849884033204,139.90519943237305,147.42839969635008,0.9821578920574188,0.9284757436025189,63019800.0,74276440.0,75947506.66666667,77052530.0,0.82978102594722,0.9639714620662034,153.52464894571781,152.03508575514445,148.50081979473427,144.1610989364638,147.34710016252163
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.53453063964844,59144100,153.7280029296875,152.88199920654296,151.1239990234375,149.11249923706055,140.09799942016602,147.3937497329712,0.9830609657536433,0.9270400487379805,63358480.0,64755120.0,75186726.66666667,76940868.0,0.8426817180231013,0.8416219063190189,153.19976698106447,152.12870708180142,148.88645629540318,144.4900755684361,147.39887034052398
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.4916229248047,58867200,152.65400085449218,152.55699920654297,151.4893320719401,149.48099899291992,140.24879928588868,147.3060496902466,0.9923705322098815,0.9257998392869442,62692120.0,63656010.0,74843520.0,76723790.0,0.8376425908348512,0.8296776006503328,151.626509896556,151.46530501739008,148.8477457651304,144.64654302565583,147.40962780706144
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.91876220703125,51011300,151.79600219726564,151.98300018310547,151.79733276367188,149.79999923706055,140.37399948120117,147.26674968719482,1.000008765490441,0.9247461528177487,60552860.0,60424880.0,73852640.0,76501450.0,0.8199146299983319,0.7898527413532684,150.72100781840712,151.0007047709754,148.8536750886522,144.8137375604187,147.424556920047
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.40548706054688,48394200,150.61000061035156,151.7309997558594,152.06199951171874,150.1769989013672,140.51879928588866,147.22734966278077,1.0096407867703532,0.9240888567630567,57116940.0,58852290.0,71901346.66666667,75947394.0,0.7943792800542817,0.7749086163509442,150.28066984443288,150.70966643015885,148.90570545130288,144.99359075006834,147.44421300936477
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.7333984375,55469600,149.21000061035156,151.31500091552735,151.78799947102866,150.3144989013672,140.56319931030274,147.20059970855712,1.0172776546486941,0.92604948876167,54577280.0,58798540.0,67710053.33333333,75647532.0,0.806043967080024,0.7772697726609243,149.090448800911,149.98245557265128,148.69659128583282,145.06090118002123,147.43690747408618
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.93533325195312,44998500,148.28399963378905,151.0060012817383,151.34933268229167,150.41399917602538,140.61219924926758,147.16764972686767,1.0206720418661013,0.9290572793237009,51748160.0,57553320.0,60419466.666666664,74669778.0,0.8564815754745712,0.7707712750933852,148.70029859025576,149.607463317432,148.62263003660544,145.1730226305673,147.44171434667186
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.4287567138672,50547000,148.07000122070312,150.36200103759765,151.06133321126302,150.63449935913087,140.6961991882324,147.17219974517823,1.0202021474025735,0.9313845985422708,50084120.0,56388120.0,59132046.666666664,74034894.0,0.8469877642207999,0.7616424763166406,148.27020028087364,149.20792519828242,148.50714181046297,145.26074737690226,147.44139881747222
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.3427276611328,55479000,147.35,149.5730010986328,150.43866678873698,150.6854995727539,140.8723991394043,147.18594974517822,1.0209614305309602,0.9364108453396047,50977660.0,55765260.0,57275806.666666664,73165836.0,0.8900382721221095,0.7621762156862392,147.28346604011367,148.4992110819754,148.2026518817135,145.26267875657643,147.42019084474705
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.93873596191406,52238100,146.652001953125,148.6310012817383,150.03800048828126,150.70950012207032,141.10039932250976,147.179949760437,1.0230886622075472,0.9404310832143516,51746440.0,54431690.0,56483673.333333336,71007460.0,0.9161309268011487,0.766562978030759,146.82564524744558,148.02844609654522,147.9843044322274,145.2880640469895,147.40516410661135
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.02464294433594,70732300,147.51600036621093,148.36300048828124,150.04866739908854,150.71999969482422,141.47359939575196,147.20739978790283,1.0171687615349536,0.9428514217955083,54798980.0,54688130.0,57465353.333333336,70830254.0,0.9536003317013161,0.7721012831607239,148.22709642472935,148.57418294795463,148.2743705605197,145.51323795806036,147.44123211330475
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.80599975585938,87558000,148.6980010986328,148.49100036621093,150.2366678873698,150.68649978637694,141.90419937133788,147.2303497695923,1.0103475956459993,0.944537717501305,63310880.0,57529520.0,59472506.666666664,71032758.0,1.0645402985088013,0.8099012571073194,150.09473156017114,149.52978638124554,148.80347830057067,145.8393855609229,147.50480196124255
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.5908660888672,56182000,149.53600158691407,148.8030014038086,150.0866678873698,150.68000030517578,142.22719955444336,147.28424976348876,1.003682499830221,0.9476338008994613,64437880.0,57261000.0,59071373.333333336,70437838.0,1.090847839889959,0.8129295507337974,150.59648974128598,149.90618996711282,149.06981428180353,146.0652922488677,147.54555026116566
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.85240173339844,47204800,151.04800109863282,149.1990005493164,150.06466776529948,150.59100036621095,142.63999954223632,147.36184970855712,0.9934899281938114,0.9505235420593787,62783040.0,56880350.0,58104520.0,69824892.0,1.0805190370731916,0.814614220957191,151.3543248665865,150.44506363076277,149.43173626612582,146.332143341743,147.59852981197184
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.58758544921875,53833600,151.98399963378907,149.31800079345703,149.74866739908853,150.5245002746582,143.0145994567871,147.42684970855714,0.9852923186645525,0.9550308656546854,63102140.0,57424290.0,57321840.0,69625266.0,1.1008394008287243,0.8247622350196838,151.09954869035454,150.47141503205876,149.54204674915104,146.4991179690429,147.62829564805062
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.511474609375,68572400,151.47799987792968,149.49700012207032,149.40133361816407,150.40600051879883,143.38399948120116,147.45379970550536,0.9862906411397093,0.9597236919427917,62670160.0,58734570.0,57348806.666666664,69616558.0,1.0927892600148263,0.8436867849743448,150.23303246023636,150.1129759353208,149.44280420161286,146.57758393104123,147.6369693231944
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.46836853027344,84457100,150.80599975585938,149.7520004272461,149.26266682942708,150.37900085449218,143.87259948730468,147.50434970855713,0.9897661039419465,0.963888710709678,62049980.0,62680430.0,59036340.0,69596932.0,1.0510472024519135,0.9006205905743087,150.3120220470586,150.17788962357213,149.54063248914525,146.7302277463221,147.66515869530892
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.57424926757812,73695900,151.00399780273438,150.2699996948242,149.5366668701172,150.31600036621094,144.33219940185546,147.5646996688843,0.9902828338721598,0.9651960447080036,65552760.0,64995320.0,60024920.0,69556776.0,1.0920924176158835,0.9344211123298757,151.07134681066927,150.61645448072093,149.83104809378767,146.96002259305027,147.7141620549366
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.9716033935547,77167900,151.0279998779297,151.03800048828126,149.8086669921875,150.30550079345704,144.79339965820313,147.6107497024536,0.9919264448530887,0.9665221816956296,71545380.0,67164210.0,61768693.333333336,69559450.0,1.158278994407523,0.965565570170552,151.7108997048342,151.04800921025605,150.13190117944256,147.1964925107018,147.76665800954584
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.81256103515625,76161100,152.0800018310547,152.03200073242186,150.2386678059896,150.33150100708008,145.40899978637697,147.64179973602296,0.9878923329636028,0.9678533623191506,76010880.0,69556510.0,63619820.0,68840322.0,1.1947672910737566,1.0104036119993745,153.090601837728,151.92109955448507,150.67648260078286,147.5358459849298,147.84708933386395
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.9682159423828,98944600,153.3800018310547,152.4290008544922,150.7913340250651,150.39600067138673,145.98179977416993,147.6725997543335,0.983122520699661,0.9681047038810883,82085320.0,72377740.0,66518153.333333336,69036942.0,1.2340288460603686,1.0483914539551882,153.72706789181868,152.4808996354878,151.08824616261307,147.82855790708942,147.91826257432302
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.35223388671875,73641400,154.76600036621093,152.78600006103517,151.42333374023437,150.63850021362305,146.62939971923828,147.7160496902466,0.97840180260479,0.9683408501016095,79922180.0,70986080.0,68427680.0,68890516.0,1.1679802676343842,1.0304187589478935,154.9513765600406,153.37528041021443,151.68936499441034,148.2039083380461,148.01260815961817
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.21971130371094,73938300,156.1040008544922,153.5539993286133,152.21466674804688,151.17850036621093,147.22259979248048,147.75639965057374,0.9750849812614947,0.9672037717375191,79970660.0,72761710.0,69987100.0,68614188.0,1.1426485738086019,1.060447002593691,156.394250633126,154.44886556822942,152.41228249773286,148.63826482593828,148.12472149911747
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.77938842773438,75701800,157.0720001220703,154.05,153.04933369954426,151.6245002746582,147.77619995117186,147.81864963531496,0.9743896657621997,0.9655461829142997,79677440.0,75611410.0,71335286.66666667,68712408.0,1.1169428724989119,1.1004040201880279,156.8728343657689,155.06361761601585,152.92825576757303,148.99872510064873,148.22129145266908
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.87203979492188,67622100,157.68799743652343,154.88399963378907,153.9173329671224,152.10100021362305,148.34019989013672,147.8825996017456,0.9760878156188211,0.9637653994551932,77969640.0,76990260.0,72360886.66666667,68786926.0,1.0775108431046496,1.1192571681426788,157.5585538024397,155.76659489960954,153.49984975883095,149.38818657418332,148.32784569369508
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.1832733154297,59196500,158.73799743652344,156.05899963378906,154.53199971516926,152.7779998779297,148.87539978027343,147.94029956817627,0.9735035228535242,0.9633952841785391,70020020.0,76052670.0,71591833.33333333,68581678.0,0.9780447956121625,1.1089356839592055,158.45570253495978,156.5817594633169,154.14272121037087,149.8141400418624,148.44647409475283
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.22637939453125,52390300,158.91399841308595,156.83999938964843,154.82866617838542,153.29599990844727,149.3727996826172,147.9918995285034,0.9742921814598045,0.9647619098553607,65769800.0,72845990.0,69247320.0,68201892.0,0.9497811612059499,1.0680933895499556,158.39713461640548,156.89053024804053,154.53674764550667,150.14613450215396,148.54432011151445
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.60057067871094,45992200,158.58799743652344,157.34599914550782,155.23199869791668,153.80799942016603,149.83059967041015,148.06694950103758,0.9788382551463264,0.9652043452843913,60180580.0,70075620.0,68568000.0,67965542.0,0.8776773422004434,1.0310462910749685,158.14808770976512,157.0286145477576,154.83324728845693,150.44040349801006,148.6349238307679
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.69981384277344,51305700,159.17599792480468,158.1239990234375,155.7586659749349,154.58099975585938,150.32719970703124,148.18514949798583,0.9785311102526643,0.9651289625915408,55301360.0,67489400.0,68841393.33333333,67718724.0,0.803315524603463,0.9966135806102903,159.0220598973304,157.7088672249764,155.39865271550494,150.84548588132185,148.75567089983946
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.27923583984375,49501700,159.86199951171875,158.7749984741211,156.5433329264323,155.40349960327148,150.87019958496094,148.33754947662354,0.9792404286483156,0.9637599811156605,51677280.0,64823460.0,68552600.0,67315302.0,0.7538339902498228,0.9629825325599817,160.13470680167077,158.55452784049913,156.06163822929986,151.2970354785387,148.89103736462067
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,163.80230712890625,68749800,160.79199829101563,159.76499786376954,157.63666585286458,156.09699935913085,151.4627993774414,148.49824947357178,0.9803763093208143,0.9608348321628055,53587940.0,61803980.0,68564426.66666667,67524690.0,0.7815705987089125,0.9152797295330048,161.7231358332753,159.70824894158736,156.90338638807933,151.83048482826206,149.0503304644402
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.06385803222656,56976200,162.3699981689453,160.64199829101562,158.68333231608074,156.7139991760254,152.02879943847657,148.6519495010376,0.977294660993784,0.9580640715034329,54505120.0,60137460.0,66732366.666666664,67059742.0,0.8167718713208134,0.896774401547802,163.20542327849864,160.88311243747063,157.7859208433999,152.39281868475945,149.22067541672385
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.52745056152344,46278300,163.96600036621095,161.2769989013672,159.55266621907552,157.41549911499024,152.51919952392578,148.8297995376587,0.9730838458138977,0.9559175859493795,54562340.0,57371460.0,64904526.666666664,66350102.0,0.8406553872616384,0.8646777965767106,164.01361714660325,161.74618379116916,158.53297646620112,152.91192402585958,149.3839523268342
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.66990661621094,51511700,164.56399841308593,161.8699981689453,160.27066548665366,157.95999908447266,152.94379943847656,148.9907995223999,0.9739108616232378,0.9542844223805433,54603540.0,54952450.0,63194113.333333336,66051634.0,0.8640605448798658,0.8319620071775968,163.92907626668082,162.11233119401766,159.03078770816634,153.3373385545253,149.5269975226551
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.56390380859375,45390100,165.0239990234375,162.44299926757813,160.85799865722657,158.6634994506836,153.39979949951172,149.1347495651245,0.9747551847557684,0.9536348877894,53781220.0,52729250.0,61142713.333333336,65643450.0,0.8796014613679232,0.8032675004132172,164.17271873182366,162.57554437003432,159.56690351330377,153.78136463717567,149.67757469817207
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,160.951416015625,47716900,164.45,162.62099914550782,161.32666524251303,159.33999938964843,153.76119934082033,149.26814952850341,0.9810073897386017,0.9531046780746383,49574640.0,51581290.0,57727533.333333336,65515686.0,0.8587694144792837,0.7873120644726211,163.45847874764806,162.47635426262752,159.8014840148269,154.1048404858863,149.80048439052158
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.7296142578125,47644200,163.3760009765625,162.8729995727539,161.55333251953124,159.85649948120118,154.05859954833986,149.3807995223999,0.9888437197254404,0.9536083047356185,47708240.0,51106680.0,55994386.666666664,65057454.0,0.8520182618305312,0.7855622508682863,162.57232018235132,162.1715631333785,159.89658106596318,154.36739588062636,149.90993233739954
